study_id,link_to_study,study_title,study_year,Journal,Citations,Label
hm0273,https://jamanetwork.com/journals/jama/article-abstract/2772922,Effect of Hydroxychloroquine on Clinical Status at 14 Days in Hospitalized Patients With COVID-19,2020,JAMA,2,H_and_M
hm0274,https://jamanetwork.com/journals/jama/article-abstract/2698493,Effect of a Strategy of a Supraglottic Airway Device vs Tracheal Intubation During Out-of-Hospital Cardiac Arrest on Functional Outcome,2018,JAMA,258,H_and_M
hm0275,https://jamanetwork.com/journals/jama/article-abstract/2603929,Testosterone Treatment and Coronary Artery Plaque Volume in Older Men With Low Testosterone,2017,JAMA,0,H_and_M
hm0276,https://jamanetwork.com/journals/jama/article-abstract/2766097,COVID-19 and Postinfection Immunity,2020,JAMA,0,H_and_M
hm0277,https://jamanetwork.com/journals/jama/fullarticle/2777389/,Effect of Ivermectin on Time to Resolution of Symptoms Among Adults With Mild COVID-19,2021,JAMA,0,H_and_M
hm0278,https://jamanetwork.com/journals/jama/article-abstract/2687353,Effect of a Home-Based Wearable Continuous ECG Monitoring Patch on Detection of Undiagnosed Atrial Fibrillation,2018,JAMA,300,H_and_M
hm0279,https://jamanetwork.com/journals/jama/article-abstract/2657376,Effect of Oral Semaglutide Compared With Placebo and Subcutaneous Semaglutide on Glycemic Control in Patients With Type 2 Diabetes,2017,JAMA,259,H_and_M
hm0280,https://jamanetwork.com/journals/jama/article-abstract/2702878,Behavioral Weight Loss Interventions to Prevent Obesity-Related Morbidity and Mortality in Adults,2018,JAMA,252,H_and_M
hm0281,https://jamanetwork.com/journals/jama/article-abstract/2601502,"Genetic Association of Waist-to-Hip Ratio With Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease",2017,JAMA,268,H_and_M
hm0282,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(20)30096-6/fulltext,Cancer patients in SARS-CoV-2 infection: a nationwide analysis in China,2020,The Lancet Oncology,0,H_and_M
hm0283,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045%2817%2930422-9/fulltext?source=content_type%3Areact%7Cfirst_level_url%3Aarticle%7Csection%3Amain_content%7Cbutton%3Abody_link,"Nivolumab in patients with metastatic DNA mismatch repair-deficient or microsatellite instability-high colorectal cancer (CheckMate 142): an open-label, multicentre, phase 2 study",2017,The Lancet Oncology,1774,H_and_M
hm0284,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30351-6/fulltext,"Pembrolizumab in patients with advanced hepatocellular carcinoma previously treated with sorafenib (KEYNOTE-224): a non-randomised, open-label phase 2 trial",2018,The Lancet Oncology,2,H_and_M
hm0285,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30065-7/fulltext,"Nivolumab in metastatic urothelial carcinoma after platinum therapy (CheckMate 275): a multicentre, single-arm, phase 2 trial",2017,The Lancet Oncology,1155,H_and_M
hm0286,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30469-2/fulltext?source=content_type%3Areact%7Cfirst_level_url%3Aarticle%7Csection%3Amain_content%7Cbutton%3Abody_link,"Olaparib tablets as maintenance therapy in patients with platinum-sensitive, relapsed ovarian cancer and a BRCA1/2 mutation (SOLO2/ENGOT-Ov21): a double-blind, randomised, placebo-controlled, phase 3 trial",2017,The Lancet Oncology,15,H_and_M
hm0287,https://scholar.google.com/scholar?oi=bibs&cluster=14235352734672901444&btnI=1&hl=en,"Long-term safety and activity of axicabtagene ciloleucel in refractory large B-cell lymphoma (ZUMA-1): a single-arm, multicentre, phase 1–2 trial",2019,The Lancet Oncology,1,H_and_M
hm0288,https://scholar.google.com/scholar?oi=bibs&cluster=12444389772245027426&btnI=1&hl=en,"International incidence of childhood cancer, 2001–10: a population-based registry study",2017,The Lancet Oncology,0,H_and_M
hm0289,https://scholar.google.com/scholar?oi=bibs&cluster=16811778017715501344&btnI=1&hl=en,"The impact of the COVID-19 pandemic on cancer deaths due to delays in diagnosis in England, UK: a national, population-based, modelling study",2020,The Lancet Oncology,1070,H_and_M
hm0290,https://scholar.google.com/scholar?oi=bibs&cluster=18034893040482540779&btnI=1&hl=en,Tumour-infiltrating lymphocytes and prognosis in different subtypes of breast cancer: a pooled analysis of 3771 patients treated with neoadjuvant therapy,2018,The Lancet Oncology,0,H_and_M
hm0291,https://scholar.google.com/scholar?oi=bibs&cluster=3857441249001441031&btnI=1&hl=en,"Ramucirumab after sorafenib in patients with advanced hepatocellular carcinoma and increased α-fetoprotein concentrations (REACH-2): a randomised, double-blind, placebo-controlled, phase 3 trial",2019,The Lancet Oncology,0,H_and_M
hm0292,https://scholar.google.com/scholar?oi=bibs&cluster=12177240273704230157&btnI=1&hl=en,"Nivolumab plus ipilimumab or nivolumab alone versus ipilimumab alone in advanced melanoma (CheckMate 067): 4-year outcomes of a multicentre, randomised, phase 3 trial",2018,The Lancet Oncology,916,H_and_M
hm0293,https://scholar.google.com/scholar?oi=bibs&cluster=12816005252492541963&btnI=1&hl=en,"First-line pembrolizumab in cisplatin-ineligible patients with locally advanced and unresectable or metastatic urothelial cancer (KEYNOTE-052): a multicentre, single-arm, phase 2 study",2017,The Lancet Oncology,870,H_and_M
hm0294,https://scholar.google.com/scholar?oi=bibs&cluster=8848484499951283730&btnI=1&hl=en,"Rucaparib in relapsed, platinum-sensitive high-grade ovarian carcinoma (ARIEL2 Part 1): an international, multicentre, open-label, phase 2 trial",2017,The Lancet Oncology,0,H_and_M
hm0295,https://scholar.google.com/scholar?oi=bibs&cluster=11824774586813946246&btnI=1&hl=en,"Nivolumab plus ipilimumab as first-line treatment for advanced non-small-cell lung cancer (CheckMate 012): results of an open-label, phase 1, multicohort study",2017,The Lancet Oncology,1,H_and_M
hm0296,https://scholar.google.com/scholar?oi=bibs&cluster=103069288415568654&btnI=1&hl=en,"Dacomitinib versus gefitinib as first-line treatment for patients with EGFR-mutation-positive non-small-cell lung cancer (ARCHER 1050): a randomised, open-label, phase 3 trial",2017,The Lancet Oncology,698,H_and_M
hm0297,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30380-7/fulltext,Previous radiotherapy and the clinical activity and toxicity of pembrolizumab in the treatment of non-small-cell lung cancer: a secondary analysis of the KEYNOTE-001 phase 1 trial,2017,The Lancet Oncology,694,H_and_M
hm0298,https://scholar.google.com/scholar?oi=bibs&cluster=16388069013684795775&btnI=1&hl=en,"Atezolizumab in combination with carboplatin plus nab-paclitaxel chemotherapy compared with chemotherapy alone as first-line treatment for metastatic non-squamous non-small-cell lung cancer (IMpower130): a multicentre, randomised, open-label, phase 3 trial",2019,The Lancet Oncology,932,H_and_M
hm0299,https://scholar.google.com/scholar?oi=bibs&cluster=6408547233605907482&btnI=1&hl=en,"Pembrolizumab in advanced soft-tissue sarcoma and bone sarcoma (SARC028): a multicentre, two-cohort, single-arm, open-label, phase 2 trial",2017,The Lancet Oncology,1,H_and_M
hm0300,https://scholar.google.com/scholar?oi=bibs&cluster=2531708048632667833&btnI=1&hl=en,"Postoperative stereotactic radiosurgery compared with whole brain radiotherapy for resected metastatic brain disease (NCCTG N107C/CEC· 3): a multicentre, randomised, controlled, phase 3 trial",2017,The Lancet Oncology,0,H_and_M
hm0301,https://scholar.google.com/scholar?oi=bibs&cluster=16613116496492439641&btnI=1&hl=en,"Association of tumour mutational burden with outcomes in patients with advanced solid tumours treated with pembrolizumab: prospective biomarker analysis of the multicohort, open-label, phase 2 KEYNOTE-158 study",2020,The Lancet Oncology,1109,H_and_M
hm0302,https://scholar.google.com/scholar?oi=bibs&cluster=86845387277332556&btnI=1&hl=en,"Encorafenib plus binimetinib versus vemurafenib or encorafenib in patients with BRAF-mutant melanoma (COLUMBUS): a multicentre, open-label, randomised phase 3 trial",2018,The Lancet Oncology,0,H_and_M
hm0303,https://scholar.google.com/scholar?oi=bibs&cluster=16110851246544033741&btnI=1&hl=en,Combination nivolumab and ipilimumab or nivolumab alone in melanoma brain metastases: a multicentre randomised phase 2 study,2018,The Lancet Oncology,650,H_and_M
hm0304,https://scholar.google.com/scholar?oi=bibs&cluster=8144630316025489576&btnI=1&hl=en,"A comparison of sentinel lymph node biopsy to lymphadenectomy for endometrial cancer staging (FIRES trial): a multicentre, prospective, cohort study",2017,The Lancet Oncology,0,H_and_M
hm0305,https://scholar.google.com/scholar?oi=bibs&cluster=622411520687267731&btnI=1&hl=en,De-novo and acquired resistance to immune checkpoint targeting,2017,The Lancet Oncology,0,H_and_M
hm0306,https://scholar.google.com/scholar?oi=bibs&cluster=3784074518231672841&btnI=1&hl=en,"COVID-19 in patients with thoracic malignancies (TERAVOLT): first results of an international, registry-based, cohort study",2020,The Lancet Oncology,9,H_and_M
hm0307,https://scholar.google.com/scholar?oi=bibs&cluster=11587382261541701565&btnI=1&hl=en,Cancer immunotherapy efficacy and patients' sex: a systematic review and meta-analysis,2018,The Lancet Oncology,5,H_and_M
hm0308,https://scholar.google.com/scholar?oi=bibs&cluster=5427819068527446922&btnI=1&hl=en,"Physical activity, sedentary behaviour, diet, and cancer: an update and emerging new evidence",2017,The Lancet Oncology,369,H_and_M
hm0309,https://scholar.google.com/scholar?oi=bibs&cluster=10127565494332167644&btnI=1&hl=en,"Clinical characteristics and risk factors associated with COVID-19 disease severity in patients with cancer in Wuhan, China: a multicentre, retrospective, cohort study",2020,The Lancet Oncology,0,H_and_M
hm0310,https://scholar.google.com/scholar?oi=bibs&cluster=9778556194298293284&btnI=1&hl=en,Fewer cancer diagnoses during the COVID-19 epidemic in the Netherlands,2020,The Lancet Oncology,386,H_and_M
hm0311,https://scholar.google.com/scholar?oi=bibs&cluster=9599781790186358012&btnI=1&hl=en,Safety and immunogenicity of one versus two doses of the COVID-19 vaccine BNT162b2 for patients with cancer: interim analysis of a prospective observational study,2021,The Lancet Oncology,0,H_and_M
hm0312,https://scholar.google.com/scholar?oi=bibs&cluster=8586414755222689177&btnI=1&hl=en,"Adjuvant chemoradiotherapy versus radiotherapy alone for women with high-risk endometrial cancer (PORTEC-3): final results of an international, open-label, multicentre, randomised, phase 3 trial",2018,The Lancet Oncology,1,H_and_M
hm0313,https://scholar.google.com/scholar?oi=bibs&cluster=715276823644268265&btnI=1&hl=en,"First-line nivolumab plus ipilimumab combined with two cycles of chemotherapy in patients with non-small-cell lung cancer (CheckMate 9LA): an international, randomised, open-label, phase 3 trial",2021,The Lancet Oncology,0,H_and_M
hm0314,https://scholar.google.com/scholar?oi=bibs&cluster=3119870803582498762&btnI=1&hl=en,Risk of COVID-19 for patients with cancer,2020,The Lancet Oncology,0,H_and_M
hm0315,https://scholar.google.com/scholar?oi=bibs&cluster=7078363470922673854&btnI=1&hl=en,Effect of early and systematic integration of palliative care in patients with advanced cancer: a randomised controlled trial,2020,The Lancet Oncology,247,H_and_M
hm0316,https://scholar.google.com/scholar?oi=bibs&cluster=10641817855299186841&btnI=1&hl=en,Immune checkpoint inhibitors and cardiovascular toxicity,2018,The Lancet Oncology,0,H_and_M
hm0317,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(20)30392-2/fulltext,Effect of delays in the 2-week-wait cancer referral pathway during the COVID-19 pandemic on cancer survival in the UK: a modelling study,2020,The Lancet Oncology,311,H_and_M
hm0318,https://www.thelancet.com/article/S1470-2045(20)30555-6/fulltext,"Short-course radiotherapy followed by chemotherapy before total mesorectal excision (TME) versus preoperative chemoradiotherapy, TME, and optional adjuvant chemotherapy in locally advanced rectal cancer (RAPIDO): a randomised, open-label, phase 3 trial",2021,The Lancet Oncology,1,H_and_M
hm0319,https://www.thelancet.com/article/S1470-2045(18)30896-9/fulltext,"Stereotactic ablative radiotherapy versus standard radiotherapy in stage 1 non-small-cell lung cancer (TROG 09.02 CHISEL): a phase 3, open-label, randomised controlled trial",2019,The Lancet Oncology,316,H_and_M
hm0320,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30457-1/fulltext,Immune checkpoint inhibitors and cardiovascular toxicity,2018,The Lancet Oncology,0,H_and_M
hm0321,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30072-X/fulltext,"Denosumab versus zoledronic acid in bone disease treatment of newly diagnosed multiple myeloma: an international, double-blind, double-dummy, randomised, controlled, phase 3 study",2018,The Lancet Oncology,0,H_and_M
hm0322,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30104-3/fulltext,"Nivolumab for previously treated unresectable metastatic anal cancer (NCI9673): a multicentre, single-arm, phase 2 study",2017,The Lancet Oncology,0,H_and_M
hm0323,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30739-3/fulltext,"Trifluridine/tipiracil versus placebo in patients with heavily pretreated metastatic gastric cancer (TAGS): a randomised, double-blind, placebo-controlled, phase 3 trial",2018,The Lancet Oncology,0,H_and_M
hm0324,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30622-8/fulltext,Gemcitabine and docetaxel versus doxorubicin as first-line treatment in previously untreated advanced unresectable or metastatic soft-tissue sarcomas (GeDDiS): a randomised controlled phase 3 trial,2017,The Lancet Oncology,0,H_and_M
hm0325,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30029-4/fulltext,"Niraparib monotherapy for late-line treatment of ovarian cancer (QUADRA): a multicentre, open-label, single-arm, phase 2 trial",2019,The Lancet Oncology,310,H_and_M
hm0326,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045%2818%2930060-3/fulltext?%7B%24trackingTag%7D=&code=lancet-site,Effect of early and systematic integration of palliative care in patients with advanced cancer: a randomised controlled trial,2018,The Lancet Oncology,247,H_and_M
hm0327,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30457-6/fulltext?code\u003dlancet-site,"First-line selective internal radiotherapy plus chemotherapy versus chemotherapy alone in patients with liver metastases from colorectal cancer (FOXFIRE, SIRFLOX, and FOXFIRE-Global): a combined analysis of three multicentre, randomised, phase 3 trials",2017,The Lancet Oncology,17,H_and_M
hm0328,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30481-9/fulltext,"Pertuzumab plus trastuzumab and chemotherapy for HER2-positive metastatic gastric or gastro-oesophageal junction cancer (JACOB): final analysis of a double-blind, randomised, placebo-controlled phase 3 study",2018,The Lancet Oncology,270,H_and_M
hm0329,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30836-2/fulltext,"Impact of scaled up human papillomavirus vaccination and cervical screening and the potential for global elimination of cervical cancer in 181 countries, 2020–99: a modelling study",2019,The Lancet Oncology,0,H_and_M
hm0330,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30380-2/fulltext,"Axillary dissection versus no axillary dissection in patients with breast cancer and sentinel-node micrometastases (IBCSG 23-01): 10-year follow-up of a randomised, controlled phase 3 trial",2018,The Lancet Oncology,2,H_and_M
hm0331,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30569-8/fulltext,"Intensity-modulated fractionated radiotherapy versus stereotactic body radiotherapy for prostate cancer (PACE-B): acute toxicity findings from an international, randomised, open-label, phase 3, non-inferiority trial",2019,The Lancet Oncology,1,H_and_M
hm0332,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30495-9/fulltext,"Camrelizumab (SHR-1210) alone or in combination with gemcitabine plus cisplatin for nasopharyngeal carcinoma: results from two single-arm, phase 1 trials",2018,The Lancet Oncology,291,H_and_M
hm0333,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30604-6/fulltext,"Safety, pharmacokinetics, and antitumour activity of trastuzumab deruxtecan (DS-8201), a HER2-targeting antibody–drug conjugate, in patients with advanced breast and gastric or gastro-oesophageal tumours: a phase 1 dose-escalation study",2017,The Lancet Oncology,261,H_and_M
hm0334,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30027-0/fulltext,"Atezolizumab with or without cobimetinib versus regorafenib in previously treated metastatic colorectal cancer (IMblaze370): a multicentre, open-label, phase 3, randomised, controlled trial",2019,The Lancet Oncology,7,H_and_M
hm0335,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30904-5/fulltext,"Pertuzumab plus trastuzumab for HER2-amplified metastatic colorectal cancer (MyPathway): an updated report from a multicentre, open-label, phase 2a, multiple basket study",2019,The Lancet Oncology,307,H_and_M
hm0336,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30415-2/fulltext,"18F-fluciclovine PET-CT and 68Ga-PSMA-11 PET-CT in patients with early biochemical recurrence after prostatectomy: a prospective, single-centre, single-arm, comparative imaging trial",2019,The Lancet Oncology,1,H_and_M
hm0337,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30690-3/fulltext,"Health-related quality-of-life results for pembrolizumab versus chemotherapy in advanced, PD-L1-positive NSCLC (KEYNOTE-024): a multicentre, international, randomised, open-label phase 3 trial",2017,The Lancet Oncology,220,H_and_M
hm0338,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30021-9/fulltext,"HER2-enriched subtype as a predictor of pathological complete response following trastuzumab and lapatinib without chemotherapy in early-stage HER2-positive breast cancer (PAMELA): an open-label, single-group, multicentre, phase 2 trial",2017,The Lancet Oncology,215,H_and_M
hm0339,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(20)30436-8/fulltext,"Pembrolizumab plus axitinib versus sunitinib monotherapy as first-line treatment of advanced renal cell carcinoma (KEYNOTE-426): extended follow-up from a randomised, open-label, phase 3 trial",2020,The Lancet Oncology,387,H_and_M
hm0340,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30566-1/fulltext,"Rilotumumab plus epirubicin, cisplatin, and capecitabine as first-line therapy in advanced MET-positive gastric or gastro-oesophageal junction cancer (RILOMET-1): a randomised, double-blind, placebo-controlled, phase 3 trial",2017,The Lancet Oncology,4,H_and_M
hm0341,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30812-X/fulltext,"Pembrolizumab plus trastuzumab in trastuzumab-resistant, advanced, HER2-positive breast cancer (PANACEA): a single-arm, multicentre, phase 1b–2 trial",2019,The Lancet Oncology,0,H_and_M
hm0342,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30150-0/fulltext,"Quizartinib versus salvage chemotherapy in relapsed or refractory FLT3-ITD acute myeloid leukaemia (QuANTUM-R): a multicentre, randomised, controlled, open-label, phase 3 trial",2019,The Lancet Oncology,288,H_and_M
hm0343,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30151-2/fulltext,"Identification of the optimal combination dosing schedule of neoadjuvant ipilimumab plus nivolumab in macroscopic stage III melanoma (OpACIN-neo): a multicentre, phase 2, randomised, controlled trial",2019,The Lancet Oncology,0,H_and_M
hm0344,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30246-2/fulltext,"Reduced-dose radiotherapy for human papillomavirus-associated squamous-cell carcinoma of the oropharynx: a single-arm, phase 2 study",2017,The Lancet Oncology,0,H_and_M
hm0345,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30410-3/fulltext,"Radiotherapy versus transoral robotic surgery and neck dissection for oropharyngeal squamous cell carcinoma (ORATOR): an open-label, phase 2, randomised trial",2019,The Lancet Oncology,1,H_and_M
hm0346,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30043-8/fulltext,"Peri-operative chemotherapy with or without bevacizumab in operable oesophagogastric adenocarcinoma (UK Medical Research Council ST03): primary analysis results of a multicentre, open-label, randomised phase 2–3 trial",2017,The Lancet Oncology,0,H_and_M
hm0347,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(20)30140-6/fulltext,"Neoadjuvant atezolizumab and chemotherapy in patients with resectable non-small-cell lung cancer: an open-label, multicentre, single-arm, phase 2 trial",2020,The Lancet Oncology,0,H_and_M
hm0348,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(20)30453-8/fulltext?,"Neoadjuvant chemotherapy and nivolumab in resectable non-small-cell lung cancer (NADIM): an open-label, multicentre, single-arm, phase 2 trial",2020,The Lancet Oncology,0,H_and_M
hm0349,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30070-0/fulltext,"Busulfan and melphalan versus carboplatin, etoposide, and melphalan as high-dose chemotherapy for high-risk neuroblastoma (HR-NBL1/SIOPEN): an international, randomised, multi-arm, open-label, phase 3 trial",2017,The Lancet Oncology,235,H_and_M
hm0350,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30395-X/fulltext,Adjuvant chemoradiotherapy versus radiotherapy alone in women with high-risk endometrial cancer (PORTEC-3): patterns of recurrence and post-hoc survival analysis of a randomised phase 3 trial,2019,The Lancet Oncology,1,H_and_M
hm0351,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30738-7/fulltext?13570,"Artificial intelligence for diagnosis and grading of prostate cancer in biopsies: a population-based, diagnostic study",2020,The Lancet Oncology,3,H_and_M
hm0352,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(16)30671-4/fulltext,"Idelalisib or placebo in combination with bendamustine and rituximab in patients with relapsed or refractory chronic lymphocytic leukaemia: interim results from a phase 3, randomised, double-blind, placebo-controlled trial",2017,The Lancet Oncology,0,H_and_M
hm0353,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(18)30687-9/fulltext,"Lenalidomide maintenance versus observation for patients with newly diagnosed multiple myeloma (Myeloma XI): a multicentre, open-label, randomised, phase 3 trial",2018,The Lancet Oncology,216,H_and_M
hm0354,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30682-4/fulltext,"Olaparib in combination with paclitaxel in patients with advanced gastric cancer who have progressed following first-line therapy (GOLD): a double-blind, randomised, placebo-controlled, phase 3 trial",2017,The Lancet Oncology,192,H_and_M
hm0355,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(20)30011-5/fulltext,"Camrelizumab in patients with previously treated advanced hepatocellular carcinoma: a multicentre, open-label, parallel-group, randomised, phase 2 trial",2020,The Lancet Oncology,311,H_and_M
hm0356,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(17)30011-6/fulltext,"Late side-effects and cosmetic results of accelerated partial breast irradiation with interstitial brachytherapy versus whole-breast irradiation after breast-conserving surgery for low-risk invasive and in-situ carcinoma of the female breast: 5-year results of a randomised, controlled, phase 3 trial",2017,The Lancet Oncology,1,H_and_M
hm0357,https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30728-4/fulltext,"Cemiplimab in locally advanced cutaneous squamous cell carcinoma: results from an open-label, phase 2, single-arm trial",2020,The Lancet Oncology,0,H_and_M
hm0358,https://cris.maastrichtuniversity.nl/en/publications/impact-of-baseline-steroids-on-efficacy-of-programmed-cell-death-,Impact of Baseline Steroids on Efficacy of Programmed Cell Death-1 and Programmed Death-Ligand 1 Blockade in Patients With Non-Small-Cell Lung Cancer,2018,Journal of Clincial Oncology,11,H_and_M
hm0359,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067798/,T Cells Genetically Modified to Express an Anti–B-Cell Maturation Antigen Chimeric Antigen Receptor Cause Remissions of Poor-Prognosis Relapsed Multiple Myeloma,2018,Journal of Clincial Oncology,493,H_and_M
hm0360,https://ascopubs.org/doi/full/10.1200/JCO.2018.78.2276,"T-Cell–Inflamed Gene-Expression Profile, Programmed Death Ligand 1 Expression, and Tumor Mutational Burden Predict Efficacy in Patients Treated With Pembrolizumab Across 20 Cancers: KEYNOTE-028",2018,Journal of Clincial Oncology,524,H_and_M
hm0361,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7032881/,Polatuzumab Vedotin in Relapsed or Refractory Diffuse Large B-Cell Lymphoma,2020,Journal of Clincial Oncology,0,H_and_M
hm0362,https://jamanetwork.com/journals/jamaoncology/article-abstract/2681640,Global burden of multiple myeloma: A systematic analysis for the Global Burden of Disease study 2016.,2018,Journal of Clincial Oncology,4,H_and_M
hm0363,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5756323/,"Racial and Ethnic Disparities in Cancer Survival: The Contribution of Tumor, Sociodemographic, Institutional, and Neighborhood Characteristics",2018,Journal of Clincial Oncology,282,H_and_M
hm0364,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7527156/,Molecular Classification of the PORTEC-3 Trial for High-Risk Endometrial Cancer: Impact on Prognosis and Benefit From Adjuvant Therapy,2020,Journal of Clincial Oncology,0,H_and_M
hm0365,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7403000/,Intracranial Efficacy and Survival With Tucatinib Plus Trastuzumab and Capecitabine for Previously Treated HER2-Positive Breast Cancer With Brain Metastases in the HER2CLIMB Trial,2020,Journal of Clincial Oncology,0,H_and_M
hm0366,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6424137/,Durable Tumor Regression and Overall Survival in Patients With Advanced Merkel Cell Carcinoma Receiving Pembrolizumab as First-Line Therapy,2019,Journal of Clincial Oncology,0,H_and_M
hm0367,https://aacrjournals.org/cancerres/article/79/13_Supplement/913/637510/Abstract-913-Early-detection-of-metastatic-relapse,Abstract 913: Early detection of metastatic relapse and monitoring of therapeutic efficacy by ultra-deep sequencing of plasma cell-free DNA in patients with urothelial bladder carcinoma ,2019,Journal of Clincial Oncology,5,H_and_M
hm0368,https://eprints.whiterose.ac.uk/140593/,Fixed Duration of Venetoclax-Rituximab in Relapsed/Refractory Chronic Lymphocytic Leukemia Eradicates Minimal Residual Disease and Prolongs Survival: Post-Treatment Follow-Up of the MURANO Phase III Study,2019,Journal of Clincial Oncology,220,H_and_M
hm0369,https://ascopubs.org/doi/full/10.1200/JCO.19.03345,Sorafenib Maintenance After Allogeneic Hematopoietic Stem Cell Transplantation for Acute Myeloid Leukemia With FLT3–Internal Tandem Duplication Mutation (SORMAIN),2020,Journal of Clincial Oncology,0,H_and_M
hm0370,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9015199/,Five-Year Survival Outcomes From the PACIFIC Trial: Durvalumab After Chemoradiotherapy in Stage III Non–Small-Cell Lung Cancer,2022,Journal of Clincial Oncology,1,H_and_M
hm0371,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366816/,Neoadjuvant (Chemo)radiotherapy With Total Mesorectal Excision Only Is Not Sufficient to Prevent Lateral Local Recurrence in Enlarged Nodes: Results of the Multicenter Lateral Node Study of Patients With Low cT3/4 Rectal Cancer,2019,Journal of Clincial Oncology,250,H_and_M
hm0372,https://scholarworks.iupui.edu/items/0b09f0b8-78bb-4560-a51a-fb90482e85c6,Safety and Antitumor Activity of the Anti–Programmed Death-1 Antibody Pembrolizumab in Patients With Advanced Esophageal Carcinoma,2018,Journal of Clincial Oncology,212,H_and_M
hm0373,https://ascopubs.org/doi/full/10.1200/JCO.2017.76.5032,"Improvement in Overall Survival With Carfilzomib, Lenalidomide, and Dexamethasone in Patients With Relapsed or Refractory Multiple Myeloma",2018,Journal of Clincial Oncology,0,H_and_M
hm0374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6804858/,Phase III Trial: Adjuvant Pelvic Radiation Therapy Versus Vaginal Brachytherapy Plus Paclitaxel/Carboplatin in High-Intermediate and High-Risk Early-Stage Endometrial Cancer,2019,Journal of Clincial Oncology,0,H_and_M
hm0375,https://transfusionontario.org/wp-content/uploads/2020/06/Schiffer_Am-Soc-Clin-Oncol_Platelet_Guidelines_2017.pdf,Society of Clinical Oncology Clinical Practice,2017,Journal of Clincial Oncology,31,H_and_M
hm0376,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6286159/,Longer Follow-Up Confirms Relapse-Free Survival Benefit With Adjuvant Dabrafenib Plus Trametinib in Patients With Resected BRAF V600–Mutant Stage III Melanoma,2018,Journal of Clincial Oncology,183,H_and_M
